DATE,CO,NO,NO2,O3,T,RH,P,G,PM1.0,PM2.5,PM10,WD,WS
2019-10-31 02:05:00,487.2,11.9,1.1,14.1,26.8,44.5,1017.9,804.2,3.0,4.1,4.1,179.5,0.0
2019-10-31 02:15:00,475.7,12.8,1.4,13.5,26.8,44.4,1017.8,804.7,2.9,3.7,3.8,179.5,0.0
2019-10-31 02:25:00,477.5,12.7,2.2,13.5,26.8,44.5,1017.8,787.7,3.1,4.3,4.6,179.5,0.0
2019-10-31 02:35:00,463.7,11.7,0.7,12.8,26.8,44.4,1017.8,810.0,3.1,4.1,4.5,179.5,0.0
2019-10-31 02:45:00,472.2,12.1,2.1,10.4,26.8,44.4,1017.8,809.1,2.9,3.9,4.3,179.5,0.0
2019-10-31 02:55:00,465.0,10.9,3.0,10.5,26.7,44.4,1017.7,810.0,2.9,3.6,4.0,179.8,0.0
2019-10-31 03:05:00,478.5,12.9,0.8,15.2,26.7,44.4,1017.6,805.3,2.5,3.5,3.6,179.8,0.0
2019-10-31 03:15:00,454.8,11.8,2.3,12.6,26.7,44.6,1017.5,799.5,1.5,2.1,2.5,179.8,0.0
2019-10-31 03:25:00,466.4,12.6,1.4,13.5,26.7,44.3,1017.1,814.3,2.6,3.6,4.0,179.8,0.0
2019-10-31 03:35:00,447.5,14.0,2.7,12.6,26.7,44.3,1017.3,811.2,2.7,3.4,3.6,179.8,0.0
2019-10-31 03:45:00,462.5,9.9,3.1,12.3,26.7,44.3,1017.4,811.1,2.7,3.6,3.9,179.8,0.0
2019-10-31 03:55:00,492.2,10.9,2.2,11.2,26.7,44.4,1017.5,802.3,2.4,3.2,3.2,180.0,0.0
2019-10-31 04:05:00,451.6,11.3,0.4,19.4,26.7,44.3,1017.9,821.0,2.6,3.1,3.3,180.2,0.0
2019-10-31 04:15:00,439.9,9.7,3.7,12.4,26.7,44.4,1018.5,818.9,2.4,3.6,3.6,180.2,0.0
2019-10-31 04:25:00,441.2,10.7,3.2,12.3,26.7,44.5,1018.3,819.2,2.1,2.6,2.9,180.2,0.0
2019-10-31 04:35:00,452.1,11.5,1.3,16.5,26.6,44.5,1018.0,810.5,2.0,2.9,3.3,180.2,0.0
2019-10-31 04:45:00,423.8,10.5,3.9,12.7,26.6,44.5,1017.8,820.8,2.0,2.6,2.9,180.2,0.0
2019-10-31 04:55:00,404.8,10.0,3.3,13.7,26.6,44.5,1017.6,822.4,2.1,2.9,3.2,180.3,0.0
2019-10-31 05:05:00,425.8,9.2,1.5,13.3,26.6,44.5,1017.5,824.1,2.0,2.5,2.7,180.5,0.0
2019-10-31 05:15:00,430.3,8.9,2.6,11.8,26.6,44.4,1016.9,815.1,2.0,2.6,2.9,180.5,0.0
2019-10-31 05:25:00,416.9,8.3,3.3,11.0,26.6,44.5,1016.3,826.2,1.9,2.6,2.6,180.5,0.0
2019-10-31 05:35:00,420.3,10.0,2.6,16.0,26.6,44.4,1016.3,824.2,1.9,2.4,2.6,180.5,0.0
2019-10-31 05:45:00,419.6,11.2,2.5,13.6,26.6,44.4,1016.5,822.9,1.8,2.5,2.6,180.5,0.0
2019-10-31 05:55:00,433.8,10.7,1.5,16.9,26.6,44.4,1016.7,820.0,1.5,2.3,2.5,180.5,0.0
2019-10-31 06:05:00,452.0,9.4,3.2,11.0,26.5,44.6,1016.5,805.9,1.6,1.9,2.2,180.9,0.0
2019-10-31 06:15:00,423.9,8.2,3.2,12.6,26.6,44.4,1016.4,825.8,1.4,1.8,1.8,180.9,0.0
2019-10-31 06:25:00,421.4,8.3,3.4,12.4,26.6,44.4,1016.4,824.7,1.8,2.2,2.5,180.9,0.0
2019-10-31 06:35:00,429.3,9.5,1.4,16.2,26.5,44.4,1016.3,822.5,1.5,2.0,2.4,180.9,0.0
2019-10-31 06:45:00,442.9,9.3,2.1,14.3,26.5,44.4,1016.3,814.4,1.5,1.9,1.9,180.9,0.0
2019-10-31 06:55:00,421.6,10.2,3.3,9.3,26.5,44.4,1016.2,826.3,1.6,2.1,2.2,180.9,0.0
2019-10-31 07:05:00,423.9,8.0,3.9,11.9,26.5,44.4,1016.3,828.1,1.5,2.4,2.8,181.0,0.0
2019-10-31 07:15:00,424.5,9.9,2.6,13.5,26.5,44.4,1016.4,827.7,1.4,1.8,2.0,181.2,0.0
2019-10-31 07:25:00,430.3,10.4,2.6,10.2,26.5,44.4,1016.5,821.2,1.2,1.7,1.9,181.2,0.0
2019-10-31 07:35:00,420.5,9.4,1.8,12.6,26.5,44.4,1016.6,830.0,1.5,1.8,2.5,181.2,0.0
2019-10-31 07:45:00,422.0,7.6,2.4,11.8,26.5,44.4,1016.6,830.5,1.4,1.6,1.9,181.2,0.0
2019-10-31 07:55:00,425.6,6.8,4.1,12.4,26.5,44.4,1016.8,829.2,1.4,1.8,1.9,181.2,0.0
2019-10-31 08:05:00,431.9,10.1,2.8,11.9,26.5,44.4,1016.8,826.6,1.2,1.6,2.0,181.4,0.0
2019-10-31 08:15:00,446.4,10.1,2.7,12.7,26.4,44.6,1016.8,813.8,1.2,1.6,1.8,181.6,0.0
2019-10-31 08:25:00,425.7,8.9,5.0,15.8,26.4,45.1,1016.8,853.8,1.2,1.6,1.6,181.6,0.0
2019-10-31 08:35:00,392.2,11.2,-0.8,9.2,26.3,42.8,1016.8,873.9,1.1,1.7,1.7,181.3,0.0
2019-10-31 08:45:00,359.6,10.7,-2.2,16.1,26.1,42.2,1016.9,894.8,1.2,2.0,3.2,181.2,0.0
2019-10-31 08:55:00,371.7,7.3,12.1,16.4,26.0,46.0,1016.9,868.5,1.2,1.4,1.7,181.2,0.0
2019-10-31 09:05:00,367.5,6.7,10.4,19.0,26.1,46.6,1016.9,864.0,1.2,1.6,2.1,181.2,0.0
2019-10-31 09:15:00,366.4,6.2,10.7,17.7,26.1,46.8,1017.0,856.2,1.2,1.6,1.9,181.6,0.0
2019-10-31 09:25:00,361.1,5.1,8.7,16.2,26.2,46.8,1017.0,847.2,1.3,1.7,1.8,181.6,0.0
2019-10-31 09:35:00,358.9,6.0,9.4,13.8,26.2,46.8,1017.0,837.5,1.4,1.9,1.9,181.6,0.0
2019-10-31 09:45:00,338.9,5.6,7.5,16.4,26.3,46.7,1017.0,840.1,1.2,1.8,1.9,181.9,0.0
2019-10-31 09:55:00,348.7,5.9,10.4,12.4,26.4,47.0,1017.0,834.0,1.2,1.6,1.9,181.9,0.0
2019-10-31 10:05:00,356.6,4.2,7.5,13.3,26.4,47.1,1017.0,822.3,1.6,2.2,2.5,182.3,0.0
2019-10-31 10:15:00,382.1,4.5,9.0,14.6,26.6,47.1,1016.9,805.0,2.8,3.8,4.3,182.3,0.0
2019-10-31 10:25:00,404.8,6.1,10.9,10.4,26.7,47.8,1016.9,760.2,4.5,7.0,7.6,182.4,0.0
2019-10-31 10:35:00,401.4,8.0,9.2,14.2,26.8,47.4,1016.8,777.9,4.7,7.1,8.2,182.6,0.0
2019-10-31 10:45:00,411.5,6.9,8.5,13.9,27.0,47.5,1016.9,763.1,4.9,7.2,7.9,182.8,0.0
2019-10-31 10:55:00,415.6,6.0,7.5,12.9,27.1,47.5,1017.0,748.9,4.9,7.2,8.8,183.0,0.0
2019-10-31 11:05:00,429.3,7.6,7.7,12.8,27.2,47.7,1016.9,752.2,11.2,17.7,19.4,183.0,0.0
2019-10-31 11:15:00,497.4,8.4,8.3,14.7,27.2,47.9,1016.9,760.0,10.9,16.8,19.5,183.0,0.0
2019-10-31 11:25:00,612.0,6.9,11.7,7.2,27.2,47.3,1016.8,771.0,15.4,24.4,27.2,183.0,0.0
2019-10-31 11:35:00,585.2,7.6,6.4,17.3,27.2,47.8,1016.9,776.1,8.1,12.1,15.4,183.3,0.0
2019-10-31 11:45:00,517.4,8.5,4.8,16.0,27.2,47.5,1016.9,770.0,7.4,11.3,14.2,183.3,0.0
2019-10-31 11:55:00,429.8,7.5,5.3,19.8,27.2,47.7,1016.9,785.5,7.1,11.1,13.5,183.3,0.0
2019-10-31 12:05:00,387.1,9.7,7.0,16.1,27.2,48.0,1016.9,779.1,5.1,7.6,8.6,183.3,0.0
2019-10-31 12:16:00,378.9,8.8,7.1,17.1,27.3,48.4,1016.9,763.7,4.2,6.7,7.1,183.7,0.0
2019-10-31 12:28:00,404.4,7.6,6.1,15.9,27.4,48.2,1016.7,766.2,2.5,3.5,3.8,183.7,0.0
2019-10-31 12:41:00,345.8,10.0,6.7,18.0,27.4,48.3,1016.6,758.2,4.2,5.8,6.6,183.7,0.0
2019-10-31 12:51:00,295.3,8.8,1.4,20.7,27.4,48.1,1016.4,761.1,1.9,2.6,3.2,183.7,0.0
2019-10-31 13:01:00,259.0,7.6,5.4,18.9,27.4,48.0,1016.3,797.3,2.2,3.1,3.8,183.8,0.0
2019-10-31 13:12:00,245.0,7.1,3.3,21.1,27.4,48.0,1016.2,776.6,1.9,2.4,2.6,184.1,0.0
2019-10-31 13:22:00,261.0,6.9,3.7,20.6,27.5,48.1,1016.1,778.4,2.0,3.4,3.4,184.1,0.0
2019-10-31 13:32:00,262.4,6.3,2.1,15.6,27.5,47.7,1016.0,775.3,1.9,2.6,2.8,184.1,0.0
2019-10-31 13:42:00,256.7,5.6,4.3,14.6,27.5,47.9,1015.8,778.9,2.1,3.1,3.1,184.1,0.0
2019-10-31 13:52:00,255.1,8.5,4.6,15.1,27.6,47.6,1015.7,781.9,2.0,2.5,2.8,184.4,0.0
2019-10-31 14:02:00,239.0,6.9,0.5,20.4,27.6,46.7,1015.6,800.1,1.5,2.0,2.1,184.4,0.0
2019-10-31 14:12:00,246.0,6.6,1.7,19.0,27.6,47.0,1015.7,783.4,1.6,2.2,2.4,184.4,0.0
2019-10-31 14:22:00,203.2,9.3,0.2,18.4,27.6,46.2,1015.6,825.8,1.5,2.0,2.0,184.4,0.0
2019-10-31 14:32:00,189.9,6.4,2.6,19.8,27.7,46.4,1015.7,812.0,1.2,2.1,2.2,184.8,0.0
2019-10-31 14:42:00,190.1,5.9,2.9,28.9,27.7,46.5,1015.7,842.2,1.5,2.0,2.2,184.8,0.0
2019-10-31 14:52:00,259.5,6.4,1.3,26.7,27.7,46.5,1015.6,838.2,4.9,6.4,6.8,184.8,0.0
2019-10-31 15:02:00,219.8,8.5,4.8,26.8,27.7,47.4,1015.6,831.3,2.5,3.8,3.8,184.8,0.0
2019-10-31 15:12:00,193.5,6.3,-0.3,28.2,27.7,46.5,1015.4,850.3,2.1,2.8,3.2,184.8,0.0
2019-10-31 15:22:00,208.4,4.9,2.2,27.5,27.6,46.6,1015.4,835.7,3.4,4.5,4.9,184.8,0.0
2019-10-31 15:32:00,187.6,5.8,-3.9,30.4,27.5,45.7,1015.4,846.7,1.6,2.2,2.3,184.4,0.0
2019-10-31 15:42:00,159.7,6.7,-4.7,31.0,27.3,45.0,1015.4,862.6,1.1,1.7,1.9,184.8,0.0
2019-10-31 15:52:00,143.2,7.5,-5.2,28.6,27.1,44.1,1015.4,893.9,1.4,1.9,2.0,184.8,0.0
2019-10-31 16:02:00,154.3,8.1,-2.7,28.9,26.9,44.3,1015.4,894.9,2.4,3.0,3.3,184.5,0.0
2019-10-31 16:12:00,157.3,5.9,-1.2,28.8,26.8,44.7,1015.4,901.8,1.4,2.1,2.2,184.4,0.0
2019-10-31 16:22:00,175.2,6.1,-3.3,29.1,26.6,44.3,1015.5,880.2,1.4,2.0,2.1,184.4,0.0
2019-10-31 16:32:00,160.4,5.7,-3.2,26.6,26.4,43.5,1015.4,895.7,1.1,1.9,2.3,184.4,0.0
2019-10-31 16:42:00,163.4,4.8,-1.4,32.1,26.3,44.2,1015.4,909.6,1.9,2.8,2.9,184.1,0.0
2019-10-31 16:52:00,145.4,8.8,-10.7,23.2,26.2,41.3,1015.4,908.0,1.4,2.1,2.3,184.1,0.0
2019-10-31 17:02:00,147.3,5.9,-9.4,16.9,26.0,40.1,1015.4,906.3,1.5,2.4,2.8,184.1,0.0
2019-10-31 17:12:00,139.6,5.4,-6.5,23.1,25.9,40.1,1015.4,927.4,1.4,2.1,2.3,184.1,0.0
2019-10-31 17:22:00,165.9,3.1,-2.1,15.3,25.9,41.7,1015.4,884.2,1.4,2.1,2.3,184.1,0.0
2019-10-31 17:32:00,192.0,5.6,-1.4,18.1,26.0,42.3,1015.4,867.3,1.4,1.9,2.4,184.1,0.0
2019-10-31 17:42:00,204.4,3.8,2.9,14.8,26.1,42.7,1015.4,857.0,1.4,1.9,2.2,184.4,0.0
2019-10-31 17:52:00,215.3,1.4,3.2,15.3,26.2,43.1,1015.4,847.0,1.5,2.4,2.5,184.4,0.0
2019-10-31 18:02:00,221.5,2.9,1.8,14.3,26.3,42.9,1015.5,853.8,1.2,1.6,1.9,184.6,0.0
2019-10-31 18:12:00,236.3,2.8,1.4,16.2,26.3,43.1,1015.4,840.2,1.6,2.0,2.0,184.8,0.0
2019-10-31 18:22:00,229.3,3.5,2.0,17.0,26.4,43.1,1015.4,843.4,1.4,2.2,2.4,184.8,0.0
2019-10-31 18:32:00,237.5,3.4,2.0,14.2,26.4,43.7,1015.6,827.7,1.5,1.8,1.8,184.8,0.0
2019-10-31 18:42:00,247.6,3.1,1.5,17.5,26.4,43.4,1015.7,848.4,1.4,1.8,1.9,184.9,0.0
2019-10-31 18:53:00,248.7,3.1,4.4,14.1,26.5,43.5,1015.6,846.5,1.4,1.8,2.1,185.1,0.0
2019-10-31 19:03:00,241.0,-0.6,1.9,14.3,26.5,43.6,1015.7,840.3,1.3,1.8,2.1,185.1,0.0
2019-10-31 19:13:00,260.5,4.3,3.3,15.9,26.5,43.7,1015.8,832.2,1.3,1.9,2.0,185.1,0.0
2019-10-31 19:23:00,265.9,4.4,3.0,15.1,26.5,43.7,1015.8,845.3,1.5,2.1,2.2,185.1,0.0
2019-10-31 19:33:00,270.7,3.9,3.4,14.8,26.5,43.8,1015.9,842.7,1.4,2.0,2.3,185.4,0.0
2019-10-31 19:43:00,264.7,1.8,6.7,12.0,26.6,43.9,1016.0,843.0,1.4,2.0,2.3,185.4,0.0
2019-10-31 19:53:00,284.2,2.7,4.4,15.8,26.6,43.9,1016.0,837.3,1.4,2.2,2.4,185.4,0.0
2019-10-31 20:03:00,288.3,1.7,3.3,14.3,26.6,44.0,1016.0,843.5,1.2,1.8,1.8,185.4,0.0
2019-10-31 20:13:00,294.2,3.8,2.9,15.4,26.6,44.0,1016.0,843.1,1.4,2.0,2.0,185.4,0.0
2019-10-31 20:23:00,281.1,4.1,7.2,8.1,26.6,44.1,1016.0,842.3,1.9,2.4,3.2,185.4,0.0
2019-10-31 20:33:00,293.8,2.6,5.6,12.5,26.6,44.2,1016.0,835.5,1.1,1.6,1.8,185.8,0.0
2019-10-31 20:43:00,291.1,2.3,3.2,13.8,26.6,44.5,1016.0,818.2,1.4,1.9,1.9,185.8,0.0
2019-10-31 20:53:00,295.9,4.1,4.5,16.0,26.6,44.3,1016.0,837.7,1.5,2.0,2.2,185.8,0.0
2019-10-31 21:03:00,288.8,2.4,7.8,5.4,26.6,44.3,1016.0,836.6,1.1,1.9,2.0,185.8,0.0
2019-10-31 21:13:00,301.7,2.3,5.5,11.8,26.6,44.4,1016.1,830.0,1.2,1.8,2.0,185.8,0.0
2019-10-31 21:23:00,305.6,2.4,4.4,11.7,26.6,44.5,1016.1,826.1,1.2,1.7,1.7,185.8,0.0
2019-10-31 21:33:00,299.8,2.5,5.3,11.7,26.6,44.5,1016.1,833.9,1.3,1.9,1.9,186.2,0.0
2019-10-31 21:43:00,306.3,4.5,4.5,13.5,26.6,44.5,1016.1,833.6,1.3,1.9,2.0,186.2,0.0
2019-10-31 21:53:00,306.6,4.6,4.2,13.9,26.6,44.5,1016.1,830.9,1.4,1.8,2.1,186.2,0.0
2019-10-31 22:03:00,309.0,1.9,3.7,13.4,26.6,44.6,1016.0,826.3,1.2,1.9,2.0,186.2,0.0
2019-10-31 22:13:00,318.3,3.9,2.7,16.6,26.6,44.6,1015.9,835.1,1.0,1.5,1.5,186.2,0.0
2019-10-31 22:23:00,316.6,2.4,3.8,15.2,26.6,44.6,1015.9,832.4,1.1,1.6,1.8,186.2,0.0
2019-10-31 22:33:00,311.6,3.7,8.7,8.7,26.6,44.6,1015.8,831.2,1.2,1.8,2.2,186.5,0.0
2019-10-31 22:43:00,321.8,4.0,3.6,15.6,26.6,44.6,1015.9,828.0,1.4,1.8,2.1,186.5,0.0
2019-10-31 22:53:00,323.0,3.6,3.9,12.8,26.6,44.9,1015.9,811.8,1.1,1.5,1.5,186.5,0.0
2019-10-31 23:03:00,320.9,4.0,2.0,16.6,26.6,44.6,1015.9,830.9,1.2,1.9,2.0,186.5,0.0
2019-10-31 23:13:00,298.3,1.2,6.5,10.2,26.6,44.6,1015.8,832.6,1.2,1.6,1.8,186.5,0.0
2019-10-31 23:23:00,323.7,4.2,2.2,15.4,26.6,44.6,1015.8,829.9,1.1,1.6,1.6,186.5,0.0
2019-10-31 23:33:00,323.9,3.7,3.2,15.1,26.6,44.6,1015.8,821.2,1.4,1.9,2.1,186.5,0.0
2019-10-31 23:43:00,328.0,4.1,3.6,14.7,26.6,44.6,1015.8,831.7,1.1,1.6,1.9,186.7,0.0
2019-10-31 23:53:00,339.4,4.6,3.0,16.1,26.6,44.6,1015.8,828.9,0.9,1.5,1.6,186.9,0.0
2019-11-01 00:03:00,322.6,2.2,3.5,11.8,26.6,44.6,1015.7,829.8,1.2,1.7,1.9,186.9,0.0
2019-11-01 00:13:00,326.1,3.7,5.4,10.6,26.6,44.7,1015.6,823.6,1.2,1.4,1.5,186.9,0.0
2019-11-01 00:23:00,317.5,1.9,2.8,14.5,26.6,44.7,1015.6,835.1,1.1,1.9,1.9,186.9,0.0
2019-11-01 00:33:00,329.7,4.0,3.9,13.5,26.6,44.6,1015.7,830.8,1.2,1.5,1.6,186.9,0.0
2019-11-01 00:43:00,318.1,4.9,6.7,9.7,26.6,44.6,1015.7,831.0,1.2,1.9,1.9,186.9,0.0
2019-11-01 00:53:00,321.8,4.8,4.3,12.9,26.6,44.7,1015.7,827.5,0.9,1.3,1.5,187.2,0.0
2019-11-01 01:03:00,326.0,2.5,5.0,11.2,26.5,45.1,1015.7,813.5,1.2,1.8,1.8,187.2,0.0
2019-11-01 01:13:00,325.6,2.8,3.9,12.7,26.6,44.6,1015.7,833.0,1.2,1.7,1.9,187.2,0.0
2019-11-01 01:23:00,299.4,7.7,5.7,10.8,26.5,44.6,1015.8,833.9,1.1,1.6,1.6,187.2,0.0
2019-11-01 01:33:00,322.9,6.7,3.8,11.4,26.5,44.6,1015.8,830.4,1.1,1.6,1.8,187.2,0.0
2019-11-01 01:43:00,327.2,6.0,3.7,12.5,26.5,44.7,1015.7,820.1,1.2,1.8,1.8,187.2,0.0
2019-11-01 01:53:00,325.6,4.2,2.3,13.4,26.5,44.6,1015.7,832.2,1.1,1.5,1.6,187.2,0.0
2019-11-01 02:03:00,316.0,5.4,10.9,2.3,26.5,44.6,1015.7,831.8,1.1,1.4,1.6,187.4,0.0
2019-11-01 02:13:00,325.2,4.6,2.0,16.6,26.5,44.5,1015.7,830.8,1.3,1.8,1.9,187.6,0.0
2019-11-01 02:23:00,329.9,5.9,4.2,12.6,26.5,44.5,1015.7,826.8,1.0,1.4,1.6,187.6,0.0
2019-11-01 02:33:00,322.7,7.1,2.0,14.6,26.5,44.5,1015.5,838.0,1.1,1.4,1.8,187.6,0.0
2019-11-01 02:43:00,323.7,3.6,0.7,16.6,26.5,44.5,1015.4,837.6,1.1,1.6,1.8,187.6,0.0
2019-11-01 02:53:00,323.6,4.8,2.3,13.5,26.5,44.4,1015.4,836.2,1.1,1.3,1.5,187.6,0.0
2019-11-01 03:03:00,324.4,4.4,2.0,14.0,26.5,44.4,1015.4,834.9,1.2,1.9,1.9,187.6,0.0
2019-11-01 03:13:00,320.8,4.1,2.1,15.2,26.4,44.8,1015.4,820.7,1.0,1.4,1.4,187.6,0.0
2019-11-01 03:23:00,312.9,4.2,1.9,13.7,26.4,44.3,1015.2,841.3,1.0,1.4,1.5,187.6,0.0
2019-11-01 03:33:00,312.3,3.4,2.5,13.4,26.4,44.2,1015.2,843.5,1.0,1.4,1.5,187.8,0.0
2019-11-01 03:43:00,315.6,5.7,1.3,13.6,26.4,44.2,1015.1,842.4,1.0,1.5,1.6,187.9,0.0
2019-11-01 03:54:00,323.1,6.9,1.5,15.1,26.4,44.2,1015.1,824.1,1.1,1.5,1.6,187.9,0.0
2019-11-01 04:04:00,320.6,3.8,2.2,14.7,26.4,44.1,1015.0,847.6,1.1,1.5,1.5,187.9,0.0
2019-11-01 04:14:00,328.9,6.2,5.9,8.5,26.4,44.0,1014.9,850.4,0.9,1.2,1.2,187.9,0.0
2019-11-01 04:24:00,312.1,5.5,1.3,12.9,26.4,44.0,1015.0,848.8,0.9,1.4,1.5,187.9,0.0
2019-11-01 04:34:00,308.6,5.1,0.8,15.8,26.4,44.0,1015.1,846.5,1.0,1.2,1.2,187.9,0.0
2019-11-01 04:44:00,314.1,3.4,2.2,15.3,26.4,44.0,1015.3,851.7,0.9,1.2,1.2,187.9,0.0
2019-11-01 04:54:00,318.0,4.8,1.3,16.8,26.4,44.0,1015.4,853.2,1.0,1.4,1.5,187.9,0.0
2019-11-01 05:04:00,308.5,5.6,2.0,13.1,26.4,44.0,1015.3,852.0,1.2,1.6,1.6,188.3,0.0
2019-11-01 05:14:00,315.1,4.1,1.6,14.1,26.4,44.0,1015.2,848.5,1.1,1.4,1.5,188.3,0.0
2019-11-01 05:24:00,319.4,6.0,3.4,10.7,26.3,44.3,1015.2,836.2,1.0,1.2,1.3,188.3,0.0
2019-11-01 05:34:00,325.0,5.9,2.0,14.7,26.4,44.0,1015.3,854.7,0.8,1.1,1.2,188.3,0.0
2019-11-01 05:44:00,290.4,5.4,5.6,10.2,26.3,44.0,1015.3,855.5,0.9,1.1,1.1,188.3,0.0
2019-11-01 05:54:00,316.9,5.9,2.2,13.9,26.3,43.9,1015.2,852.9,1.1,1.5,1.5,188.3,0.0
2019-11-01 06:04:00,322.3,5.0,1.5,14.8,26.3,43.9,1015.2,847.1,0.9,1.2,1.5,188.3,0.0
2019-11-01 06:14:00,326.8,6.6,2.4,13.5,26.3,43.9,1015.1,859.3,1.1,1.4,1.5,188.3,0.0
2019-11-01 06:24:00,316.8,8.3,2.8,14.2,26.3,43.8,1015.0,859.6,0.9,1.2,1.5,188.3,0.0
2019-11-01 06:34:00,311.3,5.0,1.7,15.2,26.3,43.8,1015.0,859.3,0.8,1.4,1.4,188.6,0.0
2019-11-01 06:44:00,315.7,6.6,1.8,16.7,26.3,43.8,1015.0,854.2,0.9,1.3,1.5,188.6,0.0
2019-11-01 06:54:00,323.9,4.1,2.0,13.4,26.3,43.8,1015.1,863.4,0.8,1.0,1.0,188.6,0.0
2019-11-01 07:04:00,325.8,6.1,0.7,16.5,26.3,43.7,1015.1,864.0,0.9,1.4,1.5,188.6,0.0
2019-11-01 07:14:00,319.6,4.4,1.9,11.7,26.3,43.7,1015.2,860.6,1.1,1.4,1.4,188.6,0.0
2019-11-01 07:24:00,314.6,5.2,2.5,13.1,26.3,43.7,1015.3,863.0,0.9,1.4,1.4,188.6,0.0
2019-11-01 07:34:00,320.8,6.8,2.9,11.7,26.2,43.9,1015.4,849.3,1.1,1.4,1.4,188.6,0.0
2019-11-01 07:44:00,321.7,5.5,1.9,15.8,26.2,43.6,1015.4,871.4,0.9,1.4,1.4,188.6,0.0
2019-11-01 07:54:00,314.3,6.6,1.7,16.7,26.2,43.6,1015.5,869.7,1.1,1.6,1.6,188.6,0.0
2019-11-01 08:04:00,320.6,5.9,2.4,17.8,26.2,43.6,1015.6,869.6,1.0,1.2,1.4,188.6,0.0
2019-11-01 08:14:00,320.6,5.5,2.3,15.4,26.2,43.6,1015.7,861.7,1.4,1.7,1.9,188.6,0.0
2019-11-01 08:24:00,320.5,3.7,5.4,16.7,26.2,43.8,1015.8,878.3,3.2,4.6,4.8,188.9,0.0
2019-11-01 08:34:00,296.3,6.1,7.7,9.0,26.2,43.4,1015.9,910.2,1.8,2.4,2.6,189.0,0.0
2019-11-01 08:44:00,270.0,4.5,5.5,18.6,26.1,44.2,1016.0,917.4,3.0,4.4,5.1,188.9,0.0
2019-11-01 08:54:00,247.2,6.6,3.1,19.1,26.0,43.8,1016.0,926.6,1.9,3.1,3.2,188.6,0.0
2019-11-01 09:04:00,226.6,3.0,6.1,18.5,26.0,44.1,1016.0,940.0,2.2,3.2,3.2,188.6,0.0
2019-11-01 09:14:00,263.2,4.9,8.7,20.7,26.0,44.6,1016.1,922.4,2.1,3.0,3.1,188.6,0.0
2019-11-01 09:24:00,238.0,3.3,7.0,19.8,26.1,44.5,1016.1,908.6,2.2,3.0,3.2,189.0,0.0
2019-11-01 09:34:00,298.0,2.9,9.3,15.0,26.2,45.0,1016.1,857.1,2.2,3.0,3.1,189.3,0.0
2019-11-01 09:44:00,337.0,2.3,6.1,21.0,26.3,44.9,1016.1,845.3,1.8,2.8,3.5,189.3,0.0
2019-11-01 09:54:00,369.2,3.2,5.7,20.1,26.5,45.0,1016.0,818.6,1.9,2.6,2.9,189.5,0.0
2019-11-01 10:04:00,408.7,2.8,8.7,14.7,26.6,45.2,1016.2,801.8,1.8,2.5,2.8,189.7,0.0
2019-11-01 10:14:00,533.9,4.3,7.1,16.3,26.8,45.3,1016.1,787.7,1.9,2.6,3.2,189.7,0.0
2019-11-01 10:25:00,569.6,5.5,4.9,18.4,26.8,45.0,1016.2,779.0,1.8,2.4,2.8,190.0,0.0
2019-11-01 10:35:00,473.4,6.9,2.5,14.9,26.9,44.0,1016.1,839.7,1.9,2.7,2.9,190.0,0.0
2019-11-01 10:45:00,378.2,7.5,5.5,17.7,27.0,44.0,1016.1,829.2,1.6,2.4,2.7,190.0,0.0
2019-11-01 10:55:00,349.6,6.3,2.4,20.8,27.0,44.0,1016.0,842.2,1.9,2.5,3.0,190.0,0.0
2019-11-01 11:05:00,336.0,7.0,4.7,17.3,27.0,44.5,1016.0,824.9,1.8,2.4,2.7,190.0,0.0
2019-11-01 11:15:00,334.4,6.4,3.7,19.3,27.1,44.2,1016.0,849.3,1.6,2.5,2.8,190.3,0.0
2019-11-01 11:25:00,278.9,7.1,2.7,19.8,27.1,43.8,1015.9,869.0,1.9,2.8,3.1,190.4,0.0
2019-11-01 11:36:00,268.8,6.3,1.9,21.1,27.1,44.1,1016.0,839.4,2.2,2.9,3.8,190.4,0.0
2019-11-01 11:46:00,287.2,8.1,1.8,17.1,27.1,43.7,1015.9,822.7,1.6,2.3,2.6,190.4,0.0
2019-11-01 11:56:00,285.4,4.9,2.2,19.3,27.2,43.8,1015.8,850.8,1.8,2.7,3.1,190.4,0.0
2019-11-01 12:06:00,321.2,5.9,4.7,21.4,27.2,44.5,1015.7,835.8,1.6,2.4,2.6,190.4,0.0
2019-11-01 12:16:00,365.1,4.4,3.8,18.7,27.3,44.4,1015.7,824.7,1.6,2.1,2.4,190.7,0.0
2019-11-01 12:26:00,375.5,6.7,2.9,17.6,27.4,44.5,1015.6,799.4,1.6,2.2,2.2,190.7,0.0
2019-11-01 12:36:00,270.5,7.9,10.9,10.7,27.5,44.4,1015.6,814.7,1.2,1.8,1.8,190.7,0.0
2019-11-01 12:47:00,360.0,6.4,2.9,18.0,27.6,44.0,1015.4,796.1,1.6,1.9,2.1,190.9,0.0
2019-11-01 12:57:00,355.0,7.1,2.6,15.8,27.6,44.0,1015.3,778.6,1.2,2.0,2.0,191.1,0.0
2019-11-01 13:08:00,344.8,6.5,4.4,17.6,27.7,44.3,1015.1,756.4,1.4,1.6,1.6,191.1,0.0
2019-11-01 13:19:00,326.4,9.1,0.7,19.2,27.8,44.3,1015.0,710.2,1.4,1.8,1.9,191.1,0.0
