DATE,CO,NO,NO2,O3,T,RH,P,G,PM1.0,PM2.5,PM10,WD,WS
2019-10-24 16:23:00,326.7,31.2,10.9,-4.5,27.0,34.0,1015.5,727.2,1.3,1.9,2.0,40.1,0.0
2019-10-24 16:33:00,315.5,30.2,8.4,-3.3,27.2,33.9,1015.5,776.3,1.2,1.8,1.9,40.8,0.0
2019-10-24 16:43:00,313.6,29.7,8.2,-2.9,27.3,34.0,1015.4,775.1,1.2,1.8,1.9,41.5,0.0
2019-10-24 16:53:00,316.4,28.3,7.2,-2.7,27.4,34.0,1015.4,771.9,1.1,1.4,1.6,41.9,0.0
2019-10-24 17:03:00,346.7,27.8,7.2,-4.4,27.5,34.1,1015.5,756.8,0.9,1.3,1.4,42.6,0.0
2019-10-24 17:13:00,312.4,28.8,5.4,-1.2,27.6,34.1,1015.4,783.3,1.0,1.6,1.6,42.9,0.0
2019-10-24 17:23:00,319.6,28.2,5.0,-1.6,27.7,34.1,1015.5,783.2,1.1,1.6,1.7,43.6,0.0
2019-10-24 17:33:00,319.8,28.7,5.9,-3.0,27.7,34.2,1015.6,779.2,1.3,1.8,2.0,44.0,0.0
2019-10-24 17:43:00,324.1,27.3,5.4,-4.1,27.8,34.2,1015.6,773.9,1.1,1.7,1.9,44.7,0.0
2019-10-24 17:53:00,320.4,28.0,6.0,-4.5,27.8,34.2,1015.6,794.6,1.2,1.9,2.0,45.0,0.0
2019-10-24 18:03:00,359.5,26.1,13.2,1.7,27.8,36.0,1015.7,783.1,2.2,3.1,3.3,45.8,0.0
2019-10-24 18:13:00,346.7,25.7,9.6,1.2,27.8,36.2,1015.8,767.3,1.8,2.6,2.9,46.1,0.0
2019-10-24 18:23:00,319.4,24.6,9.3,4.2,27.8,36.3,1015.9,764.0,2.1,2.9,3.2,46.5,0.0
2019-10-24 18:33:00,323.0,24.9,10.0,1.2,27.8,36.7,1015.9,729.6,1.8,2.6,2.8,47.2,0.0
2019-10-24 18:43:00,293.1,25.1,10.7,2.8,27.8,36.6,1015.9,776.7,1.6,2.1,2.1,47.8,0.0
2019-10-24 18:53:00,293.0,21.3,7.7,3.1,27.7,36.7,1015.9,778.2,2.0,3.1,3.6,48.2,0.0
2019-10-24 19:04:00,287.0,22.4,10.0,5.1,27.7,36.8,1016.0,762.3,2.0,2.9,3.1,48.7,0.0
2019-10-24 19:14:00,361.7,20.5,11.2,1.8,27.7,36.8,1016.0,760.9,2.6,3.2,3.6,49.3,0.0
2019-10-24 19:24:00,305.9,22.5,11.2,2.8,27.7,36.8,1016.1,788.8,2.2,3.6,3.9,49.6,0.0
2019-10-24 19:34:00,303.0,19.5,9.6,6.6,27.7,36.8,1016.1,796.0,2.4,3.2,3.9,50.3,0.0
2019-10-24 19:44:00,315.9,19.9,11.1,5.2,27.6,36.9,1016.1,793.0,2.4,3.6,3.8,50.7,0.0
2019-10-24 19:54:00,315.8,21.4,10.0,2.4,27.6,36.9,1016.0,777.1,2.3,3.1,3.6,51.4,0.0
2019-10-24 20:04:00,319.6,19.7,7.8,5.2,27.6,36.9,1016.1,791.6,2.6,3.6,4.0,51.7,0.0
2019-10-24 20:14:00,312.3,20.7,8.1,2.7,27.6,36.8,1016.2,793.6,2.4,3.1,3.4,52.1,0.0
2019-10-24 20:24:00,327.9,18.3,8.8,1.0,27.6,36.8,1016.2,793.9,2.2,2.8,3.0,52.8,0.0
2019-10-24 20:34:00,339.5,18.1,6.3,7.1,27.6,36.8,1016.2,788.3,2.3,3.2,3.7,53.1,0.0
2019-10-24 20:44:00,352.7,18.2,7.3,2.9,27.6,37.0,1016.3,756.6,2.2,3.0,3.5,53.6,0.0
2019-10-24 20:54:00,328.4,17.8,8.1,1.1,27.6,36.8,1016.2,797.8,2.2,3.1,3.3,54.2,0.0
2019-10-24 21:04:00,327.4,17.0,7.8,-0.7,27.6,36.8,1016.4,796.9,1.9,2.7,2.8,54.5,0.0
2019-10-24 21:14:00,333.8,18.6,6.6,1.8,27.6,36.8,1016.4,793.4,1.9,2.4,2.8,55.1,0.0
2019-10-24 21:24:00,370.8,18.2,7.8,-1.0,27.6,36.8,1016.3,778.8,1.9,2.8,3.8,55.6,0.0
2019-10-24 21:34:00,334.4,16.4,7.2,2.7,27.6,36.8,1016.2,796.1,1.8,2.5,2.8,56.0,0.0
2019-10-24 21:44:00,338.5,17.0,7.7,-0.9,27.6,36.8,1016.3,790.8,1.9,2.6,3.0,56.5,0.0
2019-10-24 21:54:00,336.0,16.5,5.0,4.0,27.6,36.8,1016.2,790.8,1.9,3.1,3.4,57.0,0.0
2019-10-24 22:04:00,350.5,16.4,8.1,-3.4,27.6,36.8,1016.3,780.8,1.8,2.3,2.9,57.4,0.0
2019-10-24 22:14:00,332.8,16.4,5.8,1.1,27.6,36.8,1016.5,793.4,1.8,2.8,2.8,57.9,0.0
2019-10-24 22:24:00,336.9,16.2,6.5,2.9,27.6,36.8,1016.5,795.5,1.9,2.5,2.6,58.4,0.0
2019-10-24 22:34:00,333.8,15.9,5.9,-0.4,27.5,36.8,1016.4,789.8,1.9,2.7,2.8,58.8,0.0
2019-10-24 22:44:00,344.5,15.6,3.5,4.2,27.5,36.8,1016.5,787.6,2.0,2.6,2.6,59.3,0.0
2019-10-24 22:54:00,356.8,18.1,4.7,3.6,27.5,37.0,1016.5,758.1,1.9,2.9,3.2,59.8,0.0
2019-10-24 23:04:00,333.9,16.1,5.1,3.2,27.5,36.7,1016.5,794.8,1.5,2.2,2.5,60.2,0.0
2019-10-24 23:14:00,330.4,16.4,5.5,2.7,27.5,36.8,1016.6,792.0,2.0,2.6,2.8,60.5,0.0
2019-10-24 23:24:00,336.9,15.6,5.0,1.6,27.5,36.7,1016.6,784.3,2.1,2.8,2.9,61.2,0.0
2019-10-24 23:34:00,381.2,16.8,4.7,-1.9,27.5,36.7,1016.5,767.8,1.8,2.6,2.7,61.6,0.0
2019-10-24 23:44:00,330.5,15.5,5.0,1.2,27.5,36.7,1016.4,788.7,1.8,2.4,2.6,61.9,0.0
2019-10-24 23:54:00,333.2,15.8,4.0,5.0,27.5,36.6,1016.3,787.3,1.8,2.3,2.5,62.3,0.0
2019-10-25 00:04:00,329.5,14.0,3.0,5.1,27.5,36.6,1016.3,784.9,1.4,2.2,2.6,63.0,0.0
2019-10-25 00:14:00,335.1,17.1,4.0,2.4,27.5,36.7,1016.5,756.8,1.7,2.5,2.9,63.3,0.0
2019-10-25 00:24:00,319.6,16.5,3.8,3.2,27.5,36.6,1016.6,783.4,1.6,2.4,2.7,63.7,0.0
2019-10-25 00:34:00,336.9,14.8,4.1,3.1,27.5,36.5,1016.7,786.0,1.9,2.8,3.4,64.0,0.0
2019-10-25 00:44:00,329.0,14.9,4.4,2.3,27.5,36.5,1016.6,779.8,1.7,2.4,2.9,64.8,0.0
2019-10-25 00:54:00,331.6,14.8,2.9,4.3,27.5,36.5,1016.7,759.6,1.6,2.2,2.6,65.1,0.0
2019-10-25 01:04:00,310.9,14.4,4.0,2.9,27.5,36.4,1016.7,786.4,1.8,2.5,2.8,65.5,0.0
2019-10-25 01:14:00,322.8,14.6,2.3,3.9,27.5,36.4,1016.7,788.5,1.8,2.2,2.2,65.8,0.0
2019-10-25 01:24:00,327.0,15.9,3.4,6.3,27.4,36.4,1016.7,778.2,1.7,2.4,2.4,66.2,0.0
2019-10-25 01:34:00,335.7,13.1,1.1,3.4,27.4,36.4,1016.7,777.8,1.5,2.0,2.1,66.7,0.0
2019-10-25 01:44:00,331.6,14.9,3.5,6.0,27.4,36.3,1016.8,791.3,1.8,2.5,2.5,67.2,0.0
2019-10-25 01:54:00,327.1,16.5,3.4,4.5,27.4,36.4,1016.8,783.4,1.5,2.0,2.3,67.6,0.0
2019-10-25 02:04:00,325.6,13.5,2.2,3.6,27.4,36.3,1016.8,779.4,1.6,2.4,2.6,67.9,0.0
2019-10-25 02:14:00,338.6,13.5,2.3,3.6,27.4,36.3,1016.7,780.9,1.7,2.2,2.4,68.3,0.0
2019-10-25 02:24:00,326.8,14.3,1.4,7.7,27.4,36.5,1016.6,775.7,1.2,2.0,3.0,68.6,0.0
2019-10-25 02:34:00,323.6,14.6,1.9,5.4,27.4,36.2,1016.5,790.6,1.4,2.2,2.5,69.0,0.0
2019-10-25 02:44:00,328.9,14.7,2.2,6.1,27.4,36.2,1016.6,790.9,1.6,2.1,2.1,69.5,0.0
2019-10-25 02:54:00,323.2,13.4,2.0,5.4,27.4,36.2,1016.7,787.1,1.4,1.9,1.9,70.0,0.0
2019-10-25 03:04:00,343.6,15.2,3.0,3.5,27.4,36.2,1016.6,763.9,1.6,2.5,2.8,70.4,0.0
2019-10-25 03:14:00,315.3,12.3,3.5,3.8,27.4,36.1,1016.6,797.5,1.2,2.0,2.1,70.7,0.0
2019-10-25 03:24:00,321.4,14.2,1.3,7.5,27.4,36.1,1016.5,797.3,1.5,1.8,2.0,71.1,0.0
2019-10-25 03:34:00,324.3,15.1,3.1,6.1,27.4,36.1,1016.6,790.6,1.4,2.0,2.1,71.4,0.0
2019-10-25 03:44:00,343.9,13.8,2.8,4.8,27.3,36.1,1016.6,779.9,1.3,1.8,1.8,71.8,0.0
2019-10-25 03:54:00,312.5,14.0,2.0,6.8,27.3,36.0,1016.5,800.4,1.4,1.9,2.2,72.1,0.0
2019-10-25 04:04:00,325.2,11.7,2.8,4.1,27.3,36.1,1016.4,795.8,1.2,1.8,2.2,72.5,0.0
2019-10-25 04:14:00,322.9,13.4,3.0,4.6,27.3,36.0,1016.4,793.7,1.1,1.7,2.0,72.8,0.0
2019-10-25 04:24:00,329.6,12.5,2.9,4.0,27.3,35.9,1016.3,787.1,1.1,1.5,1.6,73.2,0.0
2019-10-25 04:34:00,319.9,12.7,2.4,6.5,27.3,36.1,1016.4,777.9,1.4,2.1,2.1,73.5,0.0
2019-10-25 04:44:00,321.6,12.8,3.8,3.7,27.3,35.9,1016.4,799.2,0.9,1.4,1.6,73.9,0.0
2019-10-25 04:54:00,319.1,13.7,2.9,4.9,27.3,35.8,1016.4,796.8,1.2,1.8,1.9,74.2,0.0
2019-10-25 05:04:00,323.6,13.6,1.9,6.1,27.3,35.8,1016.4,794.6,1.1,1.5,1.5,74.7,0.0
2019-10-25 05:14:00,354.6,14.3,4.5,2.9,27.2,35.9,1016.3,772.3,1.1,1.5,1.5,75.1,0.0
2019-10-25 05:24:00,281.1,13.0,2.5,5.6,27.2,35.7,1016.2,801.1,1.2,1.8,2.1,75.4,0.0
2019-10-25 05:34:00,321.2,15.5,2.4,5.6,27.2,35.5,1016.4,804.2,1.1,1.8,1.8,75.7,0.0
2019-10-25 05:44:00,316.5,14.0,1.9,4.1,27.2,35.5,1016.4,804.2,1.1,1.2,1.5,76.0,0.0
2019-10-25 05:54:00,327.6,14.4,2.1,6.2,27.2,35.5,1016.4,791.9,1.3,1.9,2.5,76.4,0.0
2019-10-25 06:04:00,319.7,12.3,0.1,10.4,27.2,35.5,1016.4,809.5,1.4,1.6,1.9,76.7,0.0
2019-10-25 06:14:00,315.3,12.4,2.7,4.9,27.2,35.5,1016.4,810.9,1.2,1.8,1.9,77.1,0.0
2019-10-25 06:24:00,308.5,13.6,1.9,6.7,27.2,35.5,1016.3,812.4,1.2,1.8,1.8,77.4,0.0
2019-10-25 06:34:00,333.9,12.5,2.2,7.1,27.2,35.5,1016.4,805.3,1.3,1.8,1.8,77.8,0.0
2019-10-25 06:44:00,325.1,12.6,1.7,8.9,27.1,35.7,1016.4,795.2,1.0,1.5,1.9,78.1,0.0
2019-10-25 06:54:00,316.5,13.8,2.6,9.5,27.1,35.4,1016.6,818.9,1.1,1.5,1.6,78.5,0.0
2019-10-25 07:04:00,316.6,11.6,3.3,4.4,27.1,35.4,1016.7,817.1,1.2,1.4,1.6,78.8,0.0
2019-10-25 07:14:00,324.2,13.1,3.6,8.0,27.1,35.4,1016.8,809.6,1.1,1.4,1.5,79.2,0.0
2019-10-25 07:24:00,360.9,13.5,1.5,6.0,27.1,35.3,1016.9,797.2,0.9,1.4,1.7,79.5,0.0
2019-10-25 07:34:00,237.7,15.8,-0.9,11.9,26.9,31.5,1017.0,935.4,1.7,2.2,2.5,79.9,0.0
2019-10-25 07:44:00,204.8,14.6,2.3,11.7,26.6,31.4,1017.1,948.2,1.6,2.6,3.6,79.9,0.0
2019-10-25 07:54:00,188.8,12.8,1.7,16.7,26.5,31.5,1017.2,942.1,1.5,2.2,2.6,80.2,0.0
2019-10-25 08:04:00,198.8,13.2,1.4,19.4,26.4,31.4,1017.4,931.6,1.6,2.5,2.5,80.6,0.0
2019-10-25 08:14:00,175.4,12.4,2.0,17.9,26.4,32.3,1017.6,925.1,2.1,2.9,2.9,80.9,0.0
2019-10-25 08:24:00,189.7,10.9,3.8,13.8,26.4,32.8,1017.7,907.7,1.9,3.2,4.0,81.3,0.0
2019-10-25 08:34:00,184.0,10.7,3.1,13.8,26.4,32.9,1017.6,905.0,1.8,2.6,3.0,81.6,0.0
2019-10-25 08:44:00,210.8,8.7,3.1,15.4,26.5,33.2,1017.7,889.3,1.5,2.1,3.1,81.9,0.0
2019-10-25 08:54:00,211.8,8.6,5.1,19.8,26.6,33.7,1017.7,872.3,1.5,2.0,2.8,82.3,0.0
2019-10-25 09:04:00,209.1,8.6,3.9,11.2,26.7,33.1,1017.6,880.4,1.3,2.4,3.1,82.4,0.0
2019-10-25 09:14:00,223.4,8.5,3.7,14.1,26.8,33.2,1017.6,876.3,1.5,2.1,2.4,82.7,0.0
2019-10-25 09:24:00,234.5,9.7,4.2,11.2,26.9,32.9,1017.6,873.1,1.2,1.8,1.9,83.0,0.0
2019-10-25 09:34:00,255.2,10.8,2.9,12.3,27.0,33.2,1017.5,806.5,1.8,2.8,3.2,83.4,0.0
2019-10-25 09:44:00,231.4,10.1,5.2,12.7,27.2,32.8,1017.6,864.6,1.4,2.1,2.3,83.8,0.0
2019-10-25 09:54:00,265.2,10.8,4.8,13.9,27.3,33.1,1017.6,858.7,1.3,1.9,2.1,84.1,0.0
2019-10-25 10:04:00,303.8,10.4,4.9,11.1,27.4,33.4,1017.7,839.4,1.6,2.0,2.2,84.5,0.0
2019-10-25 10:14:00,305.9,10.1,4.9,13.1,27.5,33.8,1017.7,778.0,1.5,2.2,2.4,84.8,0.0
2019-10-25 10:24:00,322.9,12.0,3.4,14.6,27.7,33.4,1017.6,831.2,2.1,3.2,3.9,84.8,0.0
2019-10-25 10:34:00,299.8,10.4,1.4,14.2,27.8,33.0,1017.8,840.7,1.7,2.8,3.1,85.2,0.0
2019-10-25 10:44:00,281.5,11.3,3.2,11.4,27.9,32.9,1017.8,835.8,1.4,2.3,2.4,85.5,0.0
2019-10-25 10:54:00,333.4,12.1,-0.9,11.3,27.9,32.7,1017.8,793.4,1.4,2.1,2.4,85.9,0.0
2019-10-25 11:04:00,273.8,12.3,5.2,11.4,28.0,33.2,1017.9,829.6,1.4,2.1,2.5,86.2,0.0
2019-10-25 11:14:00,304.1,10.8,3.0,12.3,28.1,33.4,1017.9,813.4,1.2,1.8,2.4,86.5,0.0
2019-10-25 11:24:00,368.6,11.9,4.7,12.3,28.1,33.9,1017.7,794.6,1.1,1.8,1.9,86.6,0.0
2019-10-25 11:34:00,432.1,13.1,4.4,7.2,28.2,34.1,1017.7,768.8,1.3,2.1,2.2,86.9,0.0
2019-10-25 11:44:00,429.8,10.2,7.0,7.5,28.3,34.2,1017.5,778.8,1.2,1.8,1.8,87.3,0.0
2019-10-25 11:54:00,473.6,14.1,-1.4,10.8,28.4,32.7,1017.4,795.1,2.8,3.4,3.8,87.6,0.0
2019-10-25 12:04:00,393.2,13.9,-3.2,16.0,28.4,31.6,1017.3,827.0,2.9,3.9,4.2,88.0,0.0
2019-10-25 12:14:00,357.9,14.6,-2.1,12.0,28.4,31.8,1017.1,817.7,3.1,4.1,4.4,88.3,0.0
2019-10-25 12:24:00,302.9,15.6,-4.7,17.3,28.4,31.4,1017.0,815.0,2.8,4.2,5.2,88.3,0.0
2019-10-25 12:34:00,316.8,16.0,-4.3,17.2,28.4,30.5,1016.8,844.0,3.3,4.6,4.9,88.7,0.0
2019-10-25 12:44:00,317.3,18.1,-4.5,18.4,28.4,30.4,1016.8,848.1,3.7,5.2,5.4,89.0,0.0
2019-10-25 12:54:00,311.8,16.1,-4.1,15.7,28.5,30.2,1016.7,848.5,3.7,4.8,5.1,89.4,0.0
2019-10-25 13:04:00,316.0,15.2,-2.4,16.6,28.4,31.4,1016.6,805.7,3.5,4.8,5.1,89.7,0.0
2019-10-25 13:14:00,303.1,16.6,-4.8,18.5,28.4,30.0,1016.4,849.7,3.2,4.6,4.8,90.1,0.0
2019-10-25 13:24:00,305.7,15.4,-1.6,16.5,28.4,30.7,1016.2,834.6,3.3,4.3,4.8,90.1,0.0
2019-10-25 13:34:00,300.4,15.5,-2.2,20.3,28.5,30.5,1016.1,833.1,2.7,3.8,4.1,90.4,0.0
2019-10-25 13:44:00,326.5,16.3,-0.9,16.6,28.6,30.8,1016.1,812.5,2.5,3.1,3.4,90.8,0.0
2019-10-25 13:54:00,268.4,15.6,-2.3,21.1,28.7,30.6,1016.1,835.5,2.4,3.2,3.4,91.1,0.0
2019-10-25 14:04:00,251.5,12.8,1.6,26.5,28.6,32.1,1016.0,831.3,2.1,2.8,3.4,91.5,0.0
2019-10-25 14:14:00,251.8,15.7,-0.4,25.4,28.6,32.3,1015.9,825.3,3.1,4.1,4.5,91.6,0.0
2019-10-25 14:24:00,249.4,15.0,1.0,25.8,28.5,32.0,1015.8,838.3,2.6,3.6,3.8,91.8,0.0
2019-10-25 14:34:00,217.4,11.7,3.1,30.2,28.4,33.1,1015.8,817.3,2.6,3.4,3.9,92.2,0.0
2019-10-25 14:44:00,222.8,13.7,3.6,23.8,28.3,32.7,1015.7,836.6,2.2,3.1,3.4,92.5,0.0
2019-10-25 14:54:00,231.5,12.7,0.3,28.9,28.2,32.7,1015.7,846.3,3.4,4.6,5.0,92.6,0.0
2019-10-25 15:04:00,238.7,14.1,1.4,31.1,28.1,33.0,1015.6,837.2,2.6,3.7,4.7,92.9,0.0
2019-10-25 15:14:00,267.6,11.3,2.4,29.7,28.1,33.7,1015.7,823.5,2.1,3.0,3.7,93.3,0.0
2019-10-25 15:24:00,229.5,9.5,4.8,34.5,28.1,34.3,1015.8,842.3,2.1,2.8,2.9,93.6,0.0
2019-10-25 15:34:00,211.9,13.4,0.4,35.9,28.1,33.1,1015.9,853.1,2.1,2.9,3.9,94.0,0.0
2019-10-25 15:44:00,212.6,10.3,1.6,31.3,28.1,33.3,1016.0,834.4,2.4,2.9,3.2,94.0,0.0
2019-10-25 15:54:00,246.0,10.6,3.9,26.7,28.1,33.7,1016.0,803.3,1.9,2.5,2.8,94.3,0.0
2019-10-25 16:04:00,215.2,10.4,4.4,24.4,28.3,34.1,1016.0,796.6,2.1,2.9,3.2,94.7,0.0
2019-10-25 16:14:00,218.8,9.6,3.8,26.8,28.5,34.2,1015.9,788.9,1.8,2.6,2.9,95.0,0.0
2019-10-25 16:24:00,238.0,11.0,4.8,22.7,28.6,34.5,1016.1,776.4,1.8,2.3,2.6,95.4,0.0
2019-10-25 16:34:00,287.1,9.4,5.3,18.5,28.7,34.6,1016.0,753.9,1.9,2.5,2.6,95.7,0.0
2019-10-25 16:44:00,270.2,9.3,3.2,17.4,28.8,34.8,1016.0,739.3,1.5,2.1,2.6,95.7,0.0
2019-10-25 16:54:00,265.7,12.4,5.0,14.2,28.9,34.5,1016.1,755.3,1.6,2.2,2.6,96.1,0.0
2019-10-25 17:04:00,263.1,11.9,3.6,13.4,29.0,34.4,1016.2,749.9,1.6,2.1,2.4,96.4,0.0
2019-10-25 17:14:00,281.9,10.7,3.3,14.2,29.0,34.5,1016.3,746.0,1.8,2.3,2.5,96.8,0.0
2019-10-25 17:24:00,273.3,12.1,7.3,12.6,29.0,35.1,1016.4,729.8,1.6,2.6,2.7,96.9,0.0
2019-10-25 17:34:00,277.5,10.1,2.9,12.6,29.1,34.7,1016.4,750.0,1.4,2.0,2.2,97.1,0.0
2019-10-25 17:44:00,282.2,12.8,2.7,12.6,29.1,34.7,1016.6,749.5,1.6,2.1,2.2,97.5,0.0
2019-10-25 17:54:00,309.6,10.0,2.6,14.8,29.0,34.8,1016.7,747.2,1.6,2.2,2.2,97.8,0.0
2019-10-25 18:04:00,319.7,10.9,5.3,10.0,29.0,35.0,1016.8,736.4,1.8,2.5,2.9,98.2,0.0
2019-10-25 18:14:00,324.7,11.5,4.3,11.7,29.0,35.2,1016.9,750.7,3.1,4.5,4.9,98.2,0.0
2019-10-25 18:24:00,323.3,11.7,3.9,14.2,29.0,35.3,1017.0,749.1,3.9,6.1,6.8,98.5,0.0
2019-10-25 18:34:00,337.2,11.6,2.1,14.6,29.0,35.6,1017.1,741.8,4.8,7.2,8.2,98.9,0.0
2019-10-25 18:44:00,357.2,11.0,4.8,9.9,28.9,35.8,1017.2,734.2,5.0,7.2,8.1,99.2,0.0
2019-10-25 18:54:00,346.8,10.5,4.3,15.5,28.9,35.9,1017.3,748.0,4.5,7.2,8.1,99.4,0.0
2019-10-25 19:04:00,335.0,11.0,4.7,14.2,28.9,36.1,1017.3,747.5,4.4,6.1,6.9,99.6,0.0
2019-10-25 19:14:00,321.5,9.5,3.7,12.2,28.9,36.0,1017.3,744.1,4.4,5.9,7.1,99.9,0.0
2019-10-25 19:24:00,342.2,9.7,4.9,12.1,28.8,36.1,1017.3,740.2,3.9,5.3,5.9,100.3,0.0
2019-10-25 19:34:00,329.8,9.6,4.2,12.6,28.8,36.7,1017.4,680.5,4.0,5.8,7.2,100.7,0.0
2019-10-25 19:44:00,325.9,10.2,4.8,10.3,28.8,36.1,1017.4,749.6,3.9,5.4,5.9,100.7,0.0
2019-10-25 19:54:00,328.9,9.1,2.2,14.1,28.8,36.1,1017.5,746.3,3.6,5.2,5.8,101.0,0.0
2019-10-25 20:04:00,328.9,11.1,2.7,13.7,28.7,36.1,1017.5,745.9,3.6,5.1,5.6,101.3,0.0
2019-10-25 20:14:00,342.2,9.4,1.9,12.7,28.7,36.3,1017.6,728.5,4.0,5.2,5.6,101.7,0.0
2019-10-25 20:24:00,322.5,10.1,1.8,15.3,28.7,35.9,1017.7,759.7,3.6,5.2,6.1,101.7,0.0
2019-10-25 20:34:00,322.8,9.5,2.5,14.5,28.7,35.8,1017.7,760.5,3.5,4.9,5.6,102.0,0.0
2019-10-25 20:44:00,325.3,11.3,2.5,13.7,28.6,35.9,1017.7,758.9,3.4,4.6,6.1,102.4,0.0
2019-10-25 20:54:00,346.2,10.0,1.1,13.8,28.6,35.9,1017.8,746.9,3.6,5.0,5.4,102.8,0.0
2019-10-25 21:04:00,329.7,11.1,1.9,12.5,28.6,35.9,1017.9,765.4,3.2,4.7,5.5,102.8,0.0
2019-10-25 21:14:00,318.9,9.3,2.0,10.2,28.6,35.8,1018.0,764.8,3.7,5.6,6.4,103.1,0.0
2019-10-25 21:24:00,330.6,9.5,1.7,12.6,28.6,35.8,1018.0,762.4,4.0,6.8,7.8,103.5,0.0
2019-10-25 21:34:00,348.9,10.5,0.2,14.4,28.6,35.8,1018.0,756.1,3.8,5.4,5.8,103.8,0.0
2019-10-25 21:44:00,329.7,10.8,1.7,11.0,28.6,35.7,1018.2,776.5,3.9,5.6,6.4,103.8,0.0
2019-10-25 21:54:00,324.8,11.6,0.8,12.7,28.5,35.6,1018.2,772.8,3.1,4.4,5.0,104.2,0.0
2019-10-25 22:04:00,321.1,10.9,1.6,13.0,28.5,35.5,1018.3,773.4,3.1,4.5,4.9,104.5,0.0
2019-10-25 22:15:00,317.4,11.8,0.6,13.9,28.5,35.4,1018.3,760.4,3.2,4.4,5.2,104.9,0.0
2019-10-25 22:25:00,335.2,7.4,3.4,7.6,28.5,35.6,1018.3,752.0,2.8,4.1,4.7,104.9,0.0
2019-10-25 22:35:00,311.0,10.0,1.9,12.4,28.5,35.4,1018.2,780.8,2.7,3.8,4.4,105.2,0.0
2019-10-25 22:45:00,306.7,10.5,1.3,12.3,28.5,35.3,1018.3,783.5,3.0,4.5,4.8,105.6,0.0
